split	source	reference	greedy	beam
uqa_valid	وقت اور جگہ کی ضروریات کے لئے ، اس طرح کے سوالات کا جواب بالترتیب <ans> وقت اور جگہ کی درجہ بندی کے نظریات </ans> کے ذریعہ دیا جاتا ہے۔	وقت اور جگہ کی ضروریات کے سوالات کا تعین کرنے کے لئے کون سے نظریات ذمہ دار ہیں؟	وقت کی جگہ کے وقت کے وقت کے وقت کیا ہوا؟	وقت کی جگہ اور وقت کی ضروریات کے وقت کا وقت کیا ہے؟
uqa_valid	انہیں درجہ بندی کے نظریات کہا جاتا ہے کیونکہ وہ متعلقہ وسائل کو محدود کرکے <ans> معین کردہ کلاسوں پر ایک مناسب درجہ بندی </ans> پیدا کرتے ہیں۔	وسائل کیا پیدا کرنے کے لئے درجہ بندی کے نظریات کی طرف سے محدود ہیں؟	درجہ بندی کے مطابق، درجہ بندی کو کیا کہا جاتا ہے؟	درجہ بندی کی درجہ بندی کیا ہے؟
uqa_valid	انہیں درجہ بندی کے نظریات کہا جاتا ہے کیونکہ وہ متعلقہ وسائل کو محدود کرکے بیان کردہ <ans> کلاسوں پر ایک مناسب درجہ بندی </ans> کی حوصلہ افزائی کرتے ہیں۔	وسائل کیا پیدا کرنے کے لئے درجہ بندی کے نظریات کی طرف سے محدود ہیں؟	درجہ بندی کے مطابق، جذباتی وسائل کو کیا حوصلہ افزائی کی جاتی ہے؟	درجہ بندی کو کیا کہا جاتا ہے؟
uqa_valid	انہیں درجہ بندی کے نظریات کہا جاتا ہے کیونکہ وہ متعلقہ وسائل کو محدود کرکے بیان کردہ کلاسوں پر <ans> مناسب درجہ بندی </ans> پیدا کرتے ہیں۔	وسائل کیا پیدا کرنے کے لئے درجہ بندی کے نظریات کی طرف سے محدود ہیں؟	درجہ بندی کے مطابق، جذباتی تجربات کو کیا محدود کرتا ہے؟	درجہ بندی کیا ہے؟
uqa_valid	<ans> وقت اور جگہ کی درجہ بندی کے نظریہ </ans> پیچیدگی کی کلاسوں کے زیادہ تر علیحدگی کے نتائج کی بنیاد بناتے ہیں۔	پیچیدگی کی کلاسوں کے اندر علیحدگی کے نتائج کی بنیاد کیا ہے؟	کیا ممکن ہے کہ کلاسوں کی کلاسوں کی زیادہ کارکردگی کی بنیاد ہے؟	کس قسم کی کلاسوں کی کلاسوں کی بنیادوں کی بنیاد رکھی گئی ہے؟
uqa_valid	مثال کے طور پر ، وقت کی درجہ بندی کا نظریہ ہمیں بتاتا ہے کہ P سختی سے <ans> EXPTIME </ans> میں موجود ہے ، اور جگہ کی درجہ بندی کا نظریہ ہمیں بتاتا ہے کہ L سختی سے PSPACE میں موجود ہے۔	وقت کی درجہ بندی کے نظریہ کے مطابق P کو محدود کرنے کے لئے کیا ذمہ دار ہے؟	وقت کی درجہ بندی کہاں ہے؟	وقت کی درجہ بندی کہاں ہے؟
uqa_valid	مثال کے طور پر ، وقت کی درجہ بندی کا نظریہ ہمیں بتاتا ہے کہ P سختی سے EXPTIME میں موجود ہے ، اور جگہ کی درجہ بندی کا نظریہ ہمیں بتاتا ہے کہ L سختی سے <ans> PSPACE </ans> میں موجود ہے۔	خلائی درجہ بندی کے نظریہ کے مطابق کس متغیر کے اندر L محدود ہے؟	کون سا مالیاتی ادارہ ہے جس میں درجہ بندی کی شرح ہے؟	کون سا مالیاتی ادارہ EIPIPI کی وضاحت کرتا ہے؟
uqa_valid	بہت سے پیچیدگی کی کلاسوں کو <ans> کم کرنے </ans> کے تصور کا استعمال کرتے ہوئے بیان کیا گیا ہے۔	پیچیدگی کی کلاسوں کی وضاحت کرنے کے لئے کون سا تصور اکثر استعمال کیا جاتا ہے؟	بہت سے الفاظ کی کلاسوں کو کیا کہا جاتا ہے؟	بہت سے الفاظ کی کلاسوں کو کیا کہا جاتا ہے؟
uqa_valid	بہت سے پیچیدگی کی کلاسوں کی تعریف <ans> ایک کمی </ans> کے تصور کا استعمال کرتے ہوئے کی جاتی ہے۔	پیچیدگی کی کلاسوں کی وضاحت کرنے کے لئے کون سا تصور اکثر استعمال کیا جاتا ہے؟	بہت سے الفاظ کی کلاسوں کی تعریف کیا ہے؟	بہت سے الفاظ کی کلاسوں کی تعریف کیا ہے؟
uqa_valid	ایک کم کرنا ایک مسئلے کو <ans> دوسرے مسئلے </ans> میں تبدیل کرنا ہے۔	کمی بنیادی طور پر ایک مسئلہ لیتا ہے اور کیا میں تبدیل کرتا ہے؟	ایک مسئلہ مسئلے کو ایک آپشن بنانے مسئلے کو کیا کرنے میں تبدیل کر سکتا ہے؟	ایک مسئلہ مسئلے کو کم کرنے کے مسئلے کو تبدیل کرنے میں کیا مدد کرتا ہے؟
uqa_valid	کم کرنے کے طریقہ کار کی بنیاد پر ، بہت سی مختلف قسم کی کمیاں ہیں ، جیسے کوک کمیاں ، <ans> کارپ کمیاں اور لیون کمیاں </ans> ، اور کمیاں کی پیچیدگی پر پابند ، جیسے پولینومل ٹائم کمیاں یا لاگ اسپیس کمیاں۔	کم کرنے کی مختلف اقسام کی دو مثالیں کیا ہیں؟	کم کمی کی کمی کی کم کمی کی کمی کی کمی کیا ہے؟	کم از کم کمی کی کمی کی کمی کیا ہے؟
uqa_valid	کم کرنے کے طریقہ کار کی بنیاد پر ، بہت سی مختلف قسم کی کمیاں ہیں ، جیسے <ans> کوک کمیاں ، کارپ کمیاں </ans> اور لیون کمیاں ، اور کمیاں کی پیچیدگی پر پابند ، جیسے کثیر عددی وقت کمیاں یا لاگ اسپیس کمیاں۔	کم کرنے کی مختلف اقسام کی دو مثالیں کیا ہیں؟	کم کمی کی کمی کی کمی کی کمی کی کمی کی کمی کی کمی کی کمی کیا ہے؟	کم از کم کمی کی کمی کی کمی کی کمی کیا ہے؟
uqa_valid	کم کرنے کے طریقہ کار کی بنیاد پر ، بہت سی مختلف قسم کی کمیاں ہیں ، جیسے کوک کمیاں ، کارپ کمیاں اور لیون کمیاں ، اور <ans> کمیاں کی پیچیدگی پر پابند </ans> ، جیسے پولینومل ٹائم کمیاں یا لاگ اسپیس کمیاں۔	پولینومل وقت کی کمی کس چیز کی ایک مثال ہے؟	کم کمی کی کمی اور کم کمی کی کمی کی کمی کی کمی کی کمی کیا ہے؟	کم از کم کمی کی کمی اور کمی کی کمی کی وجہ کیا ہے؟
uqa_valid	کم کرنے کے طریقہ کار کی بنیاد پر ، بہت سی مختلف <ans> کم کرنے کی اقسام </ans> ہیں ، جیسے کوک کم کرنا ، کارپ کم کرنا اور لیون کم کرنا ، اور کم کرنے کی پیچیدگی پر پابند ، جیسے پولینومل ٹائم کم کرنا یا لاگ اسپیس کم کرنا۔	پولینومل وقت کی کمی کس چیز کی ایک مثال ہے؟	کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کرنے کے لئے کم کیا کم کم کم کم کم کم کم کم کم کم کم	کم کم کم تعدد کم کرنے کے طریقہ کار کم کرنے کے لئے کم کیا کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم کم ہے؟
uqa_valid	سب سے زیادہ عام طور پر استعمال ہونے والی تخفیف ایک <ans> پولینومل ٹائم تخفیف </ans> ہے۔	سب سے زیادہ کثرت سے استعمال ہونے والی کمی کی قسم کیا ہے؟	تخفیف کے لئے سب سے زیادہ عام استعمال کیا ہے؟	سب سے زیادہ عام طور پر استعمال ہونے والی اصطلاح کیا ہے؟
uqa_valid	سب سے زیادہ عام طور پر استعمال ہونے والی تخفیف ایک <ans> پولینومل ٹائم </ans> تخفیف ہے۔	سب سے زیادہ کثرت سے استعمال ہونے والی کمی کی قسم کیا ہے؟	تخفیف کس قسم کی تخفیفت کا استعمال کرتی ہے؟	تخفیف کیا ہے؟
uqa_valid	مثال کے طور پر ، ایک انٹیجر کو مربع کرنے کا مسئلہ <ans> دو انٹیجرز کو ضرب دینے </ans> کے مسئلے میں کم کیا جاسکتا ہے۔	پولینومل وقت کی کمی کے مطابق ایک مربع انٹیجر کے برابر کیا ہے؟	ایک انٹیجر ماڈیول کو کیا کرنے کے مسئلے میں کم کیا جا سکتا ہے؟	ایک انٹیجر ماڈیول کی ایک مثال کیا ہے؟
uqa_valid	اس کا مطلب یہ ہے کہ تخفیف کے عمل میں <ans> پولینومل ٹائم </ans> لگتا ہے۔	وقت کی کیا پیمائش پولینومل وقت کی کمی میں استعمال کیا جاتا ہے؟	تخفیف کے عمل میں کیا ہوتا ہے؟	تخفیف کے عمل میں کیا ہوتا ہے؟
uqa_valid	اس کا مطلب یہ ہے کہ تخفیف کے عمل میں <ans> پولینومل </ans> وقت لگتا ہے۔	وقت کی کیا پیمائش پولینومل وقت کی کمی میں استعمال کیا جاتا ہے؟	تخفیف کے عمل کے مطابق، تخفیف کے عمل میں کیا تبدیلی آئی ہے؟	تخفیف کے عمل کا کیا نتیجہ ہے؟
uqa_valid	درحقیقت ، یہ <ans> متعدد </ans> الگورتھم کے دونوں ان پٹ کو ایک ہی ان پٹ دے کر کیا جاسکتا ہے۔	polynomial وقت کمی کے مطابق squaring بالآخر منطقی طور پر کیا کم کیا جا سکتا ہے؟	کیڑے مکوڑوں کے پٹ کے پٹ کو کس طرح پٹ پٹ جا سکتا ہے؟	کس قسم کے کیڑے پٹ پٹ کے پٹ پٹ پٹ پٹ پٹ پٹ پٹ پٹ پٹ کو پٹ پٹ کے پٹ پٹ پٹ کے پٹ پٹ پٹ کے پٹ پٹ پٹ سے پٹ جا سکتے ہیں؟
uqa_valid	یقینا ، مشکل مسائل کا تصور <ans> استعمال ہونے والی کمی کی قسم </ans> پر منحصر ہے۔	مسائل کی پیچیدگی اکثر کس بات پر منحصر ہوتی ہے؟	مسائل کا تصور کس چیز پر منحصر ہے؟	حیاتیاتی مسائل کا تصور کس چیز پر منحصر ہے؟
uqa_valid	اس طرح کوئی <ans> C میں مسئلہ X سے مشکل نہیں ہے </ans> ، کیونکہ X کے لئے الگورتھم ہمیں C میں کسی بھی مسئلے کو حل کرنے کی اجازت دیتا ہے۔	کمی کے تناظر میں ایک مسئلہ ایکس اور مسئلہ سی کے درمیان تنازعہ کیا پیدا کرے گا؟	ایک پہلوان کے مسئلے کو حل کرنے کے لئے کیا ضرورت ہے؟	ایک پہلوان کے مسئلے کو حل کرنے کی اجازت کیوں ہے؟
uqa_valid	اس طرح C میں کوئی مسئلہ X سے مشکل نہیں ہے ، کیونکہ X کے لئے الگورتھم ہمیں <ans> C میں کسی بھی مسئلے کو حل کرنے </ans> کی اجازت دیتا ہے۔	ایکس کے لئے ایک الگورتھم جو سی کو کم کرتا ہے ہمیں کیا کرنا چاہئے؟	ایک Xixi Xixi کیا ہے؟	ایک Xixi کیا ہے؟
uqa_valid	خاص طور پر ، مسائل کا مجموعہ جو NP کے لئے مشکل ہے وہ <ans> NP-سخت </ans> مسائل کا مجموعہ ہے۔	ایک مسئلہ سیٹ ہے کہ یہ اظہار NP کے لئے مشکل ہے بھی بیان کیا جا سکتا ہے کہ کس طرح؟	مسائل کا مجموعہ کس کے لئے دستیاب ہے؟	مسائل کا براہ راست ترجمہ کیا ہے؟
uqa_valid	خاص طور پر ، مسائل کا مجموعہ جو NP کے لئے مشکل ہے وہ <ans> NP-سخت مسائل </ans> کا مجموعہ ہے۔	ایک مسئلہ سیٹ ہے کہ یہ اظہار NP کے لئے مشکل ہے بھی بیان کیا جا سکتا ہے کہ کس طرح؟	مسائل کا مجموعہ کس چیز کا مجموعہ ہے؟	مسائل کا براہ راست ترجمہ کیا ہے؟
uqa_valid	) اس طرح <ans> NP-complete </ans> مسائل کی کلاس میں NP میں سب سے مشکل مسائل شامل ہیں ، اس معنی میں کہ وہ سب سے زیادہ امکان ہے کہ وہ P میں نہ ہوں۔	این پی میں سب سے مشکل مسائل کو اسی طرح سے کس قسم کے مسائل کے طور پر لکھا جا سکتا ہے؟	کون سی کلاس کلاس میں سب سے مشکل مسائل شامل ہے؟	کس قسم کی کلاس کی کلاس میں سب سے مشکل مسائل شامل ہے؟
uqa_valid	) اس طرح <ans> NP </ans> -مکمل مسائل کی کلاس میں NP میں سب سے مشکل مسائل شامل ہیں ، اس معنی میں کہ وہ سب سے زیادہ امکان ہے کہ وہ P میں نہ ہوں۔	NP مکمل مسائل کس مسئلے کی کلاس میں واقع ہونے کا سب سے کم امکان رکھتے ہیں؟	کیا وہ پرنٹ کیا جاتا ہے کہ وہ سب سے زیادہ مسائل میں شامل ہیں؟	کون سی کمپنی سب سے مشکل ہے؟
uqa_valid	) اس طرح NP-complete مسائل کی کلاس میں NP میں سب سے مشکل مسائل شامل ہیں ، اس معنی میں کہ وہ سب سے زیادہ امکان ہے کہ وہ <ans> P </ans> میں نہ ہوں۔	NP مکمل مسائل کس مسئلے کی کلاس میں واقع ہونے کا سب سے کم امکان رکھتے ہیں؟	کس ملک میں سب سے زیادہ مشکل ہے؟	کون سا ملک سب سے زیادہ مشکل ہے؟
